@relation epilepsy-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N36-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute K36 numeric
@attribute y numeric

@data
4.414462,-4.309871,-3.012249,3.9343,10.044752,8.184957,10.38577,-0.465738,6.472272,11.824432,1.753371,-1.075049,4.854871,2.426458,-6.086629,2.464552,22.068899,-1.492574,0.253075,-4.844447,1.52426,4.807522,-0.626493,-8.63645,-1.970741,-6.166269,0.581311,-3.753744,-6.296294,-7.207474,9.871877,-10.903301,-4.334625,-11.022305,-5.032917,3.875464,3
4.382852,-3.75224,-2.99381,3.71756,10.137546,8.355652,10.938273,-0.132121,6.233221,11.902941,2.081409,-0.813645,4.944231,2.174268,-5.680472,2.677434,21.776117,-1.728613,0.479697,-5.108833,1.327362,4.798328,-0.550288,-8.174658,-2.025614,-6.454555,0.534102,-3.323464,-5.839587,-6.751451,9.489342,-11.110107,-3.908047,-10.916796,-4.91816,4.148416,5
4.160878,-4.193361,-2.963385,3.640781,9.996166,8.412974,9.976798,-0.543467,6.017777,11.699428,2.178554,-1.807566,5.124302,2.497763,-6.569804,2.357217,21.343995,-1.682725,-0.136856,-5.296218,1.437552,4.31024,-0.659747,-8.191118,-1.938631,-5.865072,0.514714,-2.774002,-5.877609,-6.734278,10.042377,-10.247545,-4.627392,-10.708073,-4.984392,3.748714,3
4.215384,-4.036621,-2.741842,3.76494,10.408356,8.155484,10.94639,-0.155031,6.498599,11.688381,2.082573,-1.368719,5.275697,2.277001,-5.873783,2.701994,21.834381,-1.565244,0.435275,-5.216622,0.990709,4.407214,-0.445191,-8.13653,-1.715953,-6.938078,0.694355,-3.780125,-6.00286,-6.802751,9.56837,-10.629518,-3.858763,-10.312137,-5.213475,3.880161,4
4.542786,-4.135817,-2.386011,3.84477,9.81932,7.704682,10.002185,-0.431402,6.23562,11.445877,1.787017,-1.507244,5.408012,2.623932,-6.130968,3.036063,21.160614,-1.735996,0.338018,-4.54928,1.484664,4.373243,-1.142811,-8.898974,-1.676116,-6.081674,1.333049,-3.199834,-5.87133,-7.33522,9.569931,-10.080014,-4.853116,-10.609426,-5.224859,3.336988,2
4.257131,-4.219395,-2.88817,3.069681,10.026612,8.099437,10.83783,-0.189417,6.208011,11.540199,2.086084,-0.648054,4.930683,2.679947,-5.579313,2.853699,21.683863,-1.782911,0.23642,-5.189229,1.344201,4.843096,-0.961086,-8.125691,-1.78736,-6.482813,0.515496,-3.84949,-5.543332,-6.727245,9.610715,-10.404462,-3.481138,-10.730519,-5.251064,3.78835,4
4.725679,-3.640558,-3.608463,3.494435,10.645889,9.1157,10.442169,-0.439172,6.385228,12.630478,1.990194,-1.442071,5.392281,2.294155,-6.61638,2.751884,22.00764,-2.256405,-0.128863,-5.882417,1.337526,5.001608,-0.311823,-8.556549,-1.690239,-6.762106,0.44469,-2.847114,-6.17218,-6.903901,9.789077,-11.140158,-4.745566,-11.569654,-4.590203,4.599464,2
4.135368,-3.779548,-2.95306,3.884985,10.240567,8.071166,10.023808,-1.011992,6.487698,11.37081,1.609683,-0.897017,4.556846,1.846997,-5.229342,2.371101,21.5079,-1.137363,-0.088291,-4.660247,1.588448,4.453757,0.010839,-7.902716,-1.858369,-6.433434,0.926067,-3.292738,-6.01765,-6.569184,9.25278,-11.075292,-3.555907,-10.764495,-4.780772,3.675706,4
4.343083,-4.172966,-2.899086,3.845743,10.133169,8.142582,10.547517,-0.338147,6.485453,11.660642,1.8477,-0.998101,4.898733,2.344473,-6.031441,2.686785,21.763606,-1.735475,0.333775,-4.895598,1.367083,4.513347,-0.776267,-8.476475,-1.851923,-6.317025,0.729176,-3.500355,-6.005107,-7.074503,9.711635,-10.662957,-4.184086,-10.784758,-5.145828,3.85718,2
4.054781,-4.13012,-3.227498,3.886393,10.018133,8.146098,10.569722,-0.263372,6.043759,11.599536,2.052828,-0.892456,4.867298,2.467727,-5.801262,2.654356,21.78282,-2.034586,0.452486,-5.037386,1.216256,4.535964,-0.788578,-8.419793,-1.851351,-6.44714,0.776932,-3.604011,-6.038402,-7.119306,9.902276,-11.024022,-4.414883,-10.969412,-5.022686,4.118524,5
4.126395,-4.537601,-3.015571,3.701472,10.178334,7.867325,10.466153,-0.452978,6.191268,11.534785,1.733301,-1.062776,4.513449,2.347606,-5.754377,2.722347,21.927124,-1.497692,0.163556,-5.094187,1.620521,4.628457,-0.416097,-8.056627,-1.936703,-6.670136,0.420222,-4.411883,-5.954046,-6.903428,9.413774,-10.534624,-3.785799,-11.323294,-5.707847,3.742153,4
3.86467,-3.397677,-3.045347,4.058806,10.514513,7.924993,10.023485,0.269026,6.164765,11.778359,2.190965,-1.310658,4.179335,2.256886,-5.808491,2.749364,21.28727,-1.548408,0.874909,-4.805332,1.048294,4.53378,-0.402674,-8.042044,-1.868242,-5.841762,0.221858,-2.874051,-5.937046,-6.54175,9.59518,-10.239666,-4.192398,-10.614799,-4.248234,3.87418,1
4.226228,-3.274163,-2.966894,3.692921,10.36671,8.217254,9.820447,-0.105593,6.337951,11.868241,1.424664,-0.802549,4.609748,2.703205,-5.502169,2.512347,21.237912,-1.887816,0.391778,-5.354581,1.495484,4.459352,-0.703947,-8.323673,-2.092846,-5.95464,0.648473,-3.286837,-5.702564,-6.888913,9.708846,-10.643856,-4.22451,-10.607905,-4.110068,3.856983,4
4.202011,-3.672621,-2.972184,3.625028,10.078523,8.335306,10.265578,-0.157847,6.311434,11.579321,2.112726,-0.666239,4.741887,2.141882,-5.629635,2.853311,21.186795,-1.809693,0.366332,-4.798475,1.577143,4.667357,-0.634998,-8.147863,-1.935743,-6.400754,0.521541,-3.312925,-6.200818,-6.719006,9.235498,-10.556375,-3.868572,-10.746275,-4.608653,3.930998,2
4.633361,-4.481474,-3.244592,4.129614,9.947435,8.397136,10.266788,-0.507522,6.946922,11.028026,1.92298,-0.637154,4.460452,2.088966,-6.080948,2.085678,21.708305,-1.848017,0.295517,-5.35176,1.405436,4.511836,-0.62911,-8.166585,-1.653573,-5.974896,0.776719,-3.508182,-6.224558,-7.083876,9.894164,-11.06884,-4.092308,-10.577704,-4.974919,4.184534,2
4.044723,-3.778945,-3.127102,3.891755,10.788052,9.350307,9.700496,0.73167,6.183136,12.208341,3.0138,-1.728206,3.804489,0.872564,-6.755726,2.245833,20.645814,-0.436276,-1.315032,-5.792338,1.473728,4.066246,-0.309176,-7.568691,-2.594361,-4.884078,-0.94288,-2.54501,-7.510616,-5.111975,8.19745,-9.824497,-3.395003,-10.357882,-4.242716,5.450844,1
4.170241,-3.758663,-2.967777,3.769223,9.886468,8.505173,9.856677,-0.321327,6.434053,11.558394,1.987783,-0.792869,4.389748,2.270833,-6.230287,2.585616,21.413135,-1.698868,0.455805,-4.940805,1.366609,4.934088,-0.340095,-8.243377,-1.964296,-6.109989,-0.015034,-3.477192,-5.689234,-6.788901,9.105564,-10.803322,-4.008901,-10.936959,-4.883675,4.12337,3
4.785206,-4.664446,-3.339675,3.478445,10.042218,7.877972,10.77284,-0.155751,6.540499,11.71807,1.611943,-0.888627,5.171055,2.109297,-5.924927,2.654136,21.405701,-1.310587,-0.370098,-5.206022,1.599183,4.829573,-0.979369,-8.395415,-1.827866,-5.972018,0.489969,-3.167962,-5.961544,-7.221561,9.520025,-10.046028,-3.893804,-10.266903,-5.244354,3.720953,3
4.230799,-3.794017,-3.022382,3.792209,9.969438,8.105276,10.557004,-0.045866,6.365954,11.580433,2.276656,-0.498363,4.623826,2.106058,-5.474543,2.695629,21.571193,-1.609377,0.699236,-4.827795,1.086955,4.517772,-0.625277,-8.331383,-2.249158,-6.434143,0.433089,-3.714056,-6.010081,-6.835776,9.460358,-10.776477,-3.792935,-10.776082,-5.002991,4.105878,4
4.60196,-3.670695,-1.193541,5.325495,8.455195,8.276328,11.364519,1.037102,7.426731,11.616763,0.718626,-2.348088,3.354795,2.135186,-6.870748,2.046801,22.436846,-0.041432,2.770798,-3.371461,1.501335,3.16184,-0.537509,-7.366279,-1.622687,-4.883741,-0.319643,-1.55233,-6.700378,-6.179599,9.430847,-11.549218,-2.356337,-10.553477,-5.849349,4.46641,1
4.311367,-3.933203,-3.001822,3.723326,9.921809,8.001025,10.126762,-0.318446,6.294915,11.520111,1.971658,-0.873638,4.733004,2.223096,-5.806103,2.509352,21.170478,-1.654858,0.353882,-4.841548,1.240254,4.682845,-0.598361,-8.186266,-1.87489,-6.190289,0.576776,-3.520776,-5.947383,-6.848562,9.313395,-10.711208,-4.045291,-10.626227,-4.764201,3.94763,2
4.139742,-4.956783,-3.175204,3.87496,9.931555,7.512015,10.59563,-0.390262,6.885983,11.280864,1.923952,-0.685412,5.00771,2.149638,-5.626351,2.161878,21.610528,-1.395183,0.093065,-4.556231,1.198229,4.788556,-0.835261,-8.249413,-2.200806,-5.929295,1.040301,-3.903357,-6.130431,-7.30243,9.95658,-10.60926,-3.942118,-9.950912,-5.375473,3.598561,3
4.234984,-3.972356,-3.051288,3.679044,9.109148,7.629429,9.848353,-0.319189,5.773951,11.166913,2.300392,-1.108067,4.594027,1.866205,-5.861435,2.51844,20.728332,-1.673165,0.309698,-5.015444,0.828378,3.766208,-0.734909,-8.190061,-1.587232,-6.049011,0.798126,-3.445117,-6.338921,-6.616806,9.390455,-10.844897,-4.012379,-10.959451,-5.020923,4.345523,3
4.352794,-3.618349,-2.932433,3.671714,10.104904,8.325026,10.092554,-0.431327,6.311617,11.664602,2.060084,-1.092798,4.640116,1.898594,-5.668252,2.508515,21.529021,-1.621392,0.339285,-4.98187,1.277032,4.707581,-0.276378,-8.13577,-1.594451,-6.580761,0.513842,-3.342565,-6.198341,-6.722365,9.203536,-11.126528,-4.043289,-10.95147,-4.441283,4.074475,3
3.464077,-5.577836,-3.027266,5.868199,9.998113,9.093882,9.768356,1.07667,6.674155,10.289151,2.273116,-1.286301,2.097391,1.425185,-5.399466,-1.354711,21.929197,-0.83781,1.224882,-6.047596,0.167347,2.952494,-0.564233,-6.762219,-1.869654,-4.903632,-1.054599,-3.765607,-7.517915,-7.506764,12.113056,-11.86088,-4.45016,-9.515362,-2.04616,5.092778,1
4.181486,-3.914322,-2.66927,3.612881,10.065957,7.940395,10.015873,-0.181244,6.162237,11.622852,2.095996,-1.267868,4.953939,2.04055,-5.782424,2.639372,21.087218,-1.515645,0.411901,-4.71507,1.115015,4.642513,-0.505125,-8.350939,-1.636097,-6.313356,0.578628,-3.313098,-5.808832,-6.662967,9.27648,-10.756252,-4.119627,-10.598317,-4.558704,3.831501,3
4.10783,-4.068998,-3.038008,3.780911,9.913963,8.171674,10.319304,-0.32892,6.292774,11.475145,2.091046,-1.126432,4.608279,2.397886,-6.232291,2.448661,21.462851,-1.704589,0.426388,-4.913298,1.21859,4.443008,-0.627894,-8.045059,-1.99839,-6.062834,0.404929,-3.366824,-5.949913,-6.877861,9.592511,-10.609726,-4.134009,-10.670744,-5.356118,3.919711,2
4.319052,-4.130986,-3.192466,3.783071,9.643546,8.024429,10.081795,-0.292396,6.281326,11.584444,1.727911,-1.09643,4.666287,2.279342,-6.25525,2.344691,21.309762,-1.421026,0.115585,-5.06676,1.437479,4.344196,-0.627474,-8.449155,-1.877573,-5.7188,0.431849,-3.298512,-6.398646,-6.901417,9.654366,-10.408477,-4.053157,-10.888705,-4.791076,4.129556,2
4.789046,-2.80008,-2.219415,4.990828,9.878729,8.438815,8.268083,-0.050957,7.356167,12.28656,0.667158,-3.46694,3.9702,0.794383,-6.922352,1.788938,22.277577,-1.212552,0.616608,-5.441395,0.92152,3.169887,-0.302596,-9.47172,-1.0876,-4.773852,2.074055,-1.54663,-6.672669,-6.819713,10.248574,-11.570917,-5.373859,-10.125145,-3.888002,4.999326,1
4.358029,-3.983596,-2.878521,3.995562,9.597941,8.134485,9.503039,-0.231644,6.190119,11.235098,1.747002,-1.226276,4.491956,2.400591,-6.316545,2.247892,20.715257,-1.717484,0.345944,-4.881648,1.561707,4.115651,-0.833286,-8.432256,-1.656608,-5.619926,0.773695,-3.333148,-6.567377,-6.813174,9.664686,-10.38087,-4.371985,-10.938543,-4.297374,4.108185,3
4.133527,-3.907591,-2.959216,3.928984,9.869163,8.178848,10.14723,-0.247429,6.182053,11.410884,2.009634,-0.977306,4.620296,2.002647,-5.650462,2.543865,21.149721,-1.643891,0.303137,-4.738614,1.276184,4.257849,-0.489789,-7.930472,-1.763981,-6.444862,0.795178,-3.440592,-6.077347,-6.768667,9.473248,-10.740063,-4.006254,-10.60485,-4.846418,3.938829,5
4.331274,-3.85965,-3.043527,3.489123,9.690762,8.000213,10.376245,-0.393818,6.078819,11.525438,1.92549,-0.997618,4.882774,2.205876,-5.833547,2.687029,21.186115,-1.621664,0.243099,-4.859523,1.446709,4.657739,-0.695794,-8.200251,-1.887142,-6.042348,0.4094,-3.100776,-5.935674,-6.746617,9.379235,-10.541138,-4.042939,-10.575469,-5.003517,3.880241,3
4.521463,-4.058244,-2.978781,3.791478,10.25787,8.338025,10.376408,-0.38569,6.717929,11.687628,1.906565,-0.737644,4.800784,2.139505,-5.69062,2.356592,21.495475,-1.560491,0.349983,-4.757807,1.298965,5.001423,-0.571892,-8.196459,-1.824565,-6.584938,0.508795,-3.548875,-6.075574,-6.961999,9.423761,-11.053739,-3.807758,-10.628647,-4.670267,3.94689,3
4.582762,-4.04822,-3.225423,3.557014,10.863719,8.321697,11.52023,0.278476,6.405846,12.732659,1.919325,-0.733359,5.686482,2.284445,-5.677957,3.589227,22.604728,-2.038206,0.503221,-5.372295,1.387778,4.952585,-0.91179,-8.882804,-1.999431,-6.864252,0.742423,-3.550749,-6.117685,-7.468698,9.709035,-11.090183,-4.022234,-11.205326,-5.165895,4.027919,2
4.228655,-3.905809,-3.214458,3.591955,9.917177,8.150861,10.631811,-0.123641,6.283517,11.637495,2.147154,-0.647766,4.44075,1.865649,-5.443526,2.508728,21.898964,-1.690049,0.540161,-5.078508,1.086505,4.756771,-0.501491,-8.129777,-1.868543,-6.276072,0.099139,-3.379957,-5.975572,-6.951518,9.531559,-11.256472,-3.90203,-10.812639,-4.767456,4.230602,2
5.040503,-3.878626,-2.902281,3.545974,10.308455,7.780487,10.580833,0.166388,6.197248,11.744382,1.39313,-1.583368,5.243001,2.25198,-5.484987,2.575494,20.509867,-1.576878,0.096896,-4.849846,1.418898,4.575869,-0.928691,-8.353975,-1.472389,-6.234505,1.233175,-2.893538,-6.121447,-6.655002,9.451122,-10.521921,-3.823409,-10.520061,-4.625436,3.929417,3
4.436258,-4.153456,-3.168605,3.821515,10.354172,8.492576,11.010259,-0.510198,6.562604,12.058122,1.818499,-0.748215,5.081847,2.263181,-6.079318,2.790821,22.412405,-1.677173,0.096129,-5.324527,1.546695,4.832209,-0.708902,-8.692697,-1.939265,-6.425713,0.600564,-3.491026,-6.087003,-7.218135,9.718111,-11.360835,-4.253099,-11.044735,-5.230575,4.189682,4
4.497997,-4.017386,-2.988132,3.665795,9.871915,8.043292,10.106303,-0.415781,6.353124,11.633028,1.763761,-1.005383,4.781849,2.198709,-5.741284,2.558691,21.17756,-1.664433,0.128584,-4.950444,1.242047,4.6503,-0.772869,-8.392926,-1.826572,-5.957285,0.622771,-3.175081,-5.860581,-6.86891,9.419587,-10.533502,-4.285639,-10.65316,-4.647835,4.013094,5
4.610492,-4.220007,-2.791316,3.900007,10.04895,8.085102,10.380442,-0.350678,6.417674,11.640388,1.850637,-1.079064,5.023758,2.340458,-6.142867,2.808664,21.546085,-1.90837,0.363824,-4.932929,1.442,4.566105,-0.919302,-8.678841,-1.64248,-6.333886,1.061486,-3.646329,-6.09137,-7.198561,9.572475,-10.62689,-4.397897,-10.824282,-5.187977,3.859782,2
4.532273,-4.500259,-3.299931,3.954366,10.016788,8.222229,10.491913,-0.601351,6.441343,11.774088,2.005493,-1.051334,4.832398,2.285552,-6.422574,2.553459,22.426343,-1.747234,0.107503,-5.335747,1.609409,4.792758,-0.784151,-8.673064,-1.806351,-6.16422,0.755169,-3.717019,-6.50772,-7.313494,10.023411,-11.047508,-4.544285,-11.036188,-5.302069,4.073849,3
3.945428,-4.220817,-3.19045,4.005338,10.0806,8.276499,10.095499,-0.62137,6.536867,11.868665,1.838189,-0.716397,4.593144,2.20833,-6.172733,2.837688,22.224022,-1.913724,0.312691,-5.065365,1.584891,4.673122,-0.443682,-8.517608,-1.888372,-6.286109,0.541146,-4.117589,-6.150376,-7.18096,9.655115,-10.994414,-4.29021,-11.337166,-5.043748,4.025794,5
4.35784,-4.146613,-2.867372,3.533096,9.672129,7.8411,10.063239,-0.419425,6.228857,11.394,1.724601,-0.992999,4.75556,2.395598,-5.638047,2.086588,20.742983,-1.41097,0.14167,-4.623159,1.236281,4.599385,-0.74862,-8.32669,-1.834656,-6.076407,0.521221,-3.650818,-6.081721,-6.786452,9.670653,-10.423839,-3.859537,-10.487439,-4.601744,3.790165,3
4.448909,-4.681354,-3.244512,3.873799,10.375622,8.35042,10.742316,-0.240868,6.553715,12.390794,1.747496,-1.350906,5.297154,2.739013,-6.711156,2.658151,22.656524,-1.597969,0.180184,-5.429538,1.205254,4.598522,-0.935094,-8.781234,-1.879637,-6.177765,0.711843,-3.505873,-6.10285,-7.748457,10.356784,-10.693957,-4.785923,-11.064484,-5.443791,3.902511,2
4.06468,-4.034301,-3.264699,3.897232,10.030102,7.76962,10.873739,-0.215703,6.377188,11.752574,1.877103,-1.220689,5.277905,2.091353,-5.894169,3.177395,21.971646,-1.649321,0.042172,-4.834595,1.253492,4.134878,-0.657779,-8.450536,-1.820761,-6.608112,0.841439,-3.015887,-6.280382,-6.879779,9.530279,-10.266459,-4.173125,-10.515035,-5.141383,3.796801,4
4.286459,-4.7012,-2.874233,1.735906,9.404804,7.7649,10.190516,-1.811076,5.259367,11.382047,3.595486,-2.031143,5.4907,2.925385,-5.376331,2.569496,20.424651,-2.41728,-0.971978,-4.271996,0.013475,4.75276,-0.226097,-8.55978,-2.021153,-8.755579,2.083586,-6.342131,-5.44603,-6.09712,10.89703,-11.849971,-2.433938,-12.445944,-6.608409,3.404464,1
4.49454,-4.243772,-2.653026,3.135178,10.495906,7.065829,11.236373,-0.067903,6.626239,11.430061,1.343722,-0.818086,5.150348,1.654306,-4.552727,2.386932,21.614413,-0.896984,0.193541,-4.659487,1.140772,4.97768,-0.631966,-7.943059,-1.638168,-5.731586,0.406466,-3.170008,-5.336308,-6.916682,9.087156,-10.394434,-3.446684,-9.133876,-4.701758,3.532571,2
4.53077,-4.359404,-3.266485,3.803291,10.547966,8.277576,11.174345,-0.482407,6.659526,12.297436,1.929648,-1.146547,5.248195,2.300049,-6.162736,2.801391,22.772012,-1.685715,0.442813,-5.348585,1.316331,4.765036,-0.624875,-8.602695,-1.940162,-6.650926,0.83369,-3.487988,-6.314449,-7.418479,10.07032,-11.204533,-4.362315,-11.152557,-5.490682,4.01938,5
3.945106,-4.748876,-4.348721,0.689029,11.927063,7.311596,13.217048,0.871322,5.96802,11.918555,0.697111,1.128107,3.199107,2.692463,-4.579468,3.572739,21.649944,-2.113635,2.303719,-5.256743,1.238661,5.890618,0.256977,-6.426837,-2.562694,-5.717851,-1.649702,-5.643006,-6.190675,-6.961227,7.95136,-11.027174,-0.660795,-12.454966,-6.713216,4.842256,1
6.323023,-1.604371,-3.409166,2.583532,9.200285,8.929235,11.148082,0.650669,7.243909,15.879106,-0.61188,-2.695454,7.50101,-0.219518,-6.53695,2.165829,23.098084,1.534902,-0.574151,-6.082526,-0.210584,6.431455,2.756001,-9.691763,-2.205552,-3.629971,-3.434108,0.546013,-5.530433,-6.494423,8.181413,-13.553301,-3.912734,-8.077483,-1.915607,5.179613,1
4.683076,-3.770093,-2.87307,3.711158,9.549808,8.142274,10.456581,-0.214622,6.124651,11.806258,2.258492,-1.150582,4.874412,2.387649,-5.931226,2.839696,21.82764,-1.82427,0.288712,-4.817223,1.290425,4.838988,-0.877448,-8.368575,-1.590878,-6.300579,0.508579,-3.36781,-6.016774,-6.965794,9.693086,-10.49059,-4.260085,-10.740664,-5.033615,3.84988,4
4.584972,-3.780786,-3.263859,3.437806,10.236214,8.113815,10.476728,-0.233752,6.335315,12.006464,1.997981,-0.995882,4.859544,1.830925,-5.565703,2.687256,21.401985,-1.555137,0.0001,-4.881366,1.422213,5.207104,-0.540575,-8.19375,-1.892378,-6.152681,0.17757,-3.178649,-5.960668,-6.915968,9.008093,-10.656576,-3.85815,-10.467478,-4.831343,3.927635,5
4.398824,-3.880102,-2.988836,3.573415,9.987566,8.078094,10.241433,-0.290919,6.501532,11.356641,1.925803,-1.006763,4.72884,1.91001,-5.66467,2.475068,21.06873,-1.553234,0.092698,-4.810189,1.373094,4.780661,-0.634875,-7.911722,-1.614012,-6.237666,0.652569,-2.954525,-5.924755,-6.717451,9.248129,-10.573166,-3.968082,-10.183558,-4.734402,3.845955,5
4.559667,-3.797861,-3.249173,3.811904,9.934072,8.223564,10.477489,-0.365163,6.305129,11.525208,2.028569,-0.805875,4.561626,2.118941,-5.853147,2.630855,21.402456,-1.743578,0.307576,-4.915843,1.601458,4.891805,-0.763114,-8.211717,-1.755634,-6.357075,0.574455,-3.367408,-6.230537,-6.82263,9.291949,-10.885321,-4.025613,-10.749203,-5.065215,4.121373,2
4.424933,-4.149824,-3.262588,3.906452,10.057423,8.268497,10.57395,-0.221069,6.295707,11.863275,2.02435,-0.809178,4.803114,2.249622,-6.147547,2.895767,21.952752,-1.729929,0.320485,-4.958893,1.525597,4.677471,-0.684082,-8.62033,-1.950462,-6.332232,0.585274,-3.732798,-6.219474,-7.240064,9.585405,-11.007086,-4.278181,-11.301401,-5.260744,4.218739,5
3.895491,-4.122757,-3.645915,4.114353,10.198582,7.82518,9.792759,-0.471989,6.038483,11.99144,1.979791,-0.90923,4.33845,1.54788,-5.598122,2.877842,22.057153,-1.083195,-0.144223,-4.840223,1.412358,4.563921,-0.305591,-8.223796,-1.947863,-6.662181,0.949375,-3.760409,-6.46688,-7.357875,9.234637,-10.628518,-4.420604,-11.121091,-5.02731,4.075247,4
4.716674,-5.557287,-2.055754,3.314582,9.425265,7.568814,10.251345,-0.836648,6.567124,11.596693,2.120422,-1.632664,5.757332,2.490712,-6.177283,2.84273,21.087379,-2.585495,0.279572,-4.63552,1.339468,4.11379,-2.175497,-8.899374,-1.48849,-7.021743,2.791539,-4.721047,-6.517893,-7.358985,10.827455,-9.910876,-4.461384,-11.159193,-5.960723,3.477722,1
3.878185,-3.806791,-2.701866,3.621772,10.29276,8.361553,10.916474,-0.291651,6.49805,11.422165,1.802705,-0.549297,5.091407,2.212723,-5.615071,2.425675,20.784923,-1.515331,0.308998,-4.36655,1.366197,4.623526,-0.553619,-8.152465,-2.020633,-6.562614,0.512114,-2.806754,-5.710132,-6.428933,9.579786,-10.50742,-3.562125,-10.219547,-4.660717,4.036378,4
4.758456,-3.947508,-3.115786,3.127621,9.930802,8.096778,10.997312,-0.223079,5.964734,11.460199,2.529515,-0.770929,5.092595,1.945024,-5.760009,2.688134,20.794122,-1.636972,0.397521,-4.746155,1.285547,5.150986,-0.794665,-7.873621,-1.503843,-6.201615,0.614319,-2.943529,-6.009749,-6.57797,9.073073,-10.914371,-3.75339,-10.34724,-5.198557,3.998266,4
4.624248,-3.976428,-2.867426,3.71449,9.959055,8.166834,10.690465,-0.411835,6.45742,11.809694,1.765362,-1.139232,5.02868,2.147897,-5.863305,2.649984,21.760729,-1.446122,0.187176,-4.906245,1.300353,4.908213,-0.711791,-8.37338,-1.768086,-6.217687,0.481966,-3.312871,-5.705869,-6.959462,9.38253,-10.764848,-4.060343,-10.540018,-5.075337,3.952895,5
3.140807,-4.961189,-2.209153,3.096195,11.931883,7.641789,11.937648,1.038072,5.901407,12.445386,1.592131,-1.09665,6.565411,3.309693,-4.390454,4.123159,21.290618,-2.805243,0.817431,-4.290915,0.635976,3.774977,-1.343909,-8.81715,-2.735523,-8.528417,1.48566,-4.478323,-5.031285,-7.09107,11.017653,-9.355808,-3.560182,-10.843327,-5.480394,2.119478,2
3.801521,-3.295493,-3.679884,3.119775,10.949209,8.777843,11.099816,-0.361541,6.421402,12.213478,1.472491,1.737065,4.872917,1.712867,-5.362133,4.742999,22.152504,-2.051053,0.387455,-4.328241,2.9267,4.997516,-1.23829,-8.185495,-2.517577,-5.237453,0.41847,-2.090932,-6.654148,-8.286003,8.635015,-10.039025,-4.503703,-9.682136,-4.071116,3.63753,1
3.970829,-4.204186,-1.936547,4.127472,10.73439,8.279069,10.817265,0.894582,7.574783,11.006868,1.992856,0.057572,5.014079,1.683567,-4.735914,2.478967,21.138026,0.023597,0.956314,-3.750631,1.109148,4.401391,0.058254,-7.030438,-2.230627,-5.55207,0.592895,-3.142908,-6.32512,-6.041975,9.310066,-11.453219,-1.560772,-9.180675,-3.670753,3.64701,1
4.432211,-4.124775,-3.174915,3.727342,10.190297,8.166833,10.763286,-0.339018,6.506387,12.016296,1.879893,-0.833534,4.924425,2.2169,-6.090031,2.851759,22.205215,-1.618577,0.298588,-5.070461,1.458574,4.832301,-0.649898,-8.601491,-1.936677,-6.26056,0.605099,-3.503778,-6.137901,-7.161892,9.554517,-10.965832,-4.151641,-10.947476,-5.213669,4.081718,3
4.761922,-3.861013,-2.899623,3.412899,10.582382,8.014374,10.964173,0.143733,6.016505,12.678931,1.773828,-1.833791,5.540458,2.228708,-5.812584,3.033342,22.136261,-1.56908,0.137785,-5.469432,1.167763,4.963921,-0.788069,-8.62315,-1.834978,-6.166847,0.746164,-3.467654,-6.012038,-7.113337,9.726641,-10.693072,-3.985217,-10.911139,-5.057136,4.008757,4
4.671727,-3.785775,-3.015128,3.620488,9.793587,8.014935,10.477375,-0.343436,6.347308,11.699321,1.931753,-1.161958,4.915619,2.120486,-6.054313,2.871044,21.561507,-1.602218,0.261254,-5.082258,1.49336,4.64085,-0.768911,-8.490714,-1.727092,-6.124925,0.73851,-3.13689,-5.988966,-6.890824,9.381563,-10.657678,-4.111291,-10.724244,-5.181286,4.023284,2
4.582194,-3.943293,-2.798641,3.449078,10.37535,8.190823,10.443089,-0.426389,6.356188,11.961124,1.742402,-1.21728,5.016582,2.30462,-5.743489,2.772963,21.905158,-1.837959,0.28914,-4.980621,1.294997,4.886048,-0.664558,-8.578264,-1.706811,-6.505041,0.604134,-3.300279,-5.795414,-6.99685,9.634817,-10.757835,-4.240486,-10.847176,-4.979932,3.655303,2
4.208641,-4.179901,-2.914148,3.842825,9.764984,8.519348,10.01256,-0.66088,6.539663,11.198476,2.022765,-0.794769,4.2382,2.323856,-6.060804,1.782531,21.391678,-1.695889,0.426725,-4.80395,1.271022,4.751997,-0.471447,-8.013489,-1.945051,-6.301258,0.27833,-3.771255,-6.002206,-6.93442,9.724152,-10.851451,-4.052027,-10.684431,-4.927615,3.929987,3
